     1 , 4090561.75
     2 , 4088120.75
     3 , 4059852.00
     4 , 4175599.25
     5 , 3965515.25
     6 , 3970746.00
     7 , 3991661.75
     8 , 3848593.25
     9 , 3646255.50
    10 , 3546163.25
    11 , 3411625.50
    12 , 3425827.50
    13 , 3177047.25
    14 , 2888773.00
    15 , 2895272.75
    16 , 2682365.25
    17 , 2395867.00
    18 , 2246573.75
    19 , 2065789.25
    20 , 1822712.25
    21 , 1527518.38
    22 , 1497144.50
    23 , 1409609.62
    24 , 1119632.00
    25 ,  801623.44
    26 ,  660551.00
    27 ,  423642.84
    28 ,  215275.53
    29 ,  -58161.41
    30 , -325286.28
    31 , -585577.44
    32 , -688641.56
    33 , -1024256.50
    34 , -1188317.00
    35 , -1421309.38
    36 , -1514057.00
    37 , -1808263.00
    38 , -2074620.00
    39 , -2490441.25
    40 , -2423191.50
    41 , -2634714.75
    42 , -2767177.75
    43 , -3068215.25
    44 , -3241912.75
    45 , -3370483.50
    46 , -3310774.25
    47 , -3415600.00
    48 , -3757997.00
    49 , -3889203.00
    50 , -3812865.50
    51 , -3814367.25
    52 , -4014321.00
    53 , -4057734.00
    54 , -4205650.50
    55 , -4020904.00
    56 , -4130306.50
    57 , -4209093.00
    58 , -4150882.25
    59 , -4220523.00
    60 , -4177051.00
    61 , -4264220.50
    62 , -4145653.00
    63 , -4047934.00
    64 , -3978225.50
    65 , -3652675.00
    66 , -3725656.75
    67 , -3464924.75
    68 , -3560960.25
    69 , -3268786.50
    70 , -3141804.75
    71 , -3067918.50
    72 , -2879281.25
    73 , -2713709.50
    74 , -2601566.75
    75 , -2590893.50
    76 , -2220991.25
    77 , -1981946.75
    78 , -1700158.62
    79 , -1564658.62
    80 , -1411102.50
    81 , -1103204.88
    82 , -1030506.50
    83 , -829907.69
    84 , -391775.09
    85 , -341665.00
    86 ,  -75185.77
    87 ,  127123.56
    88 ,  269134.19
    89 ,  821946.00
    90 ,  872547.75
    91 , 1096211.50
    92 , 1401922.12
    93 , 1583722.62
    94 , 1827224.50
    95 , 2032910.38
    96 , 2027187.00
    97 , 2343859.00
    98 , 2443458.00
    99 , 2722358.00
   100 , 2827344.25
   101 , 3161158.00
   102 , 3261691.00
   103 , 3364092.25
   104 , 3375854.75
   105 , 3607865.50
   106 , 3668907.75
   107 , 3881551.00
   108 , 3964448.50
   109 , 3829431.00
   110 , 4113303.75
   111 , 4067445.00
   112 , 4067850.50
   113 , 4099626.50
   114 , 4242031.50
   115 , 4152697.00
   116 , 4174238.75
   117 , 4279147.00
   118 , 4331382.50
   119 , 4091832.00
   120 , 4220444.50
   121 , 3811202.50
   122 , 3874760.75
   123 , 3896757.25
   124 , 3721180.00
   125 , 3441945.75
   126 , 3576940.75
   127 , 3201007.75
   128 , 3243677.75
   129 , 3087995.25
   130 , 2846257.50
   131 , 2909357.50
   132 , 2574530.00
   133 , 2281731.75
   134 , 2010132.25
   135 , 1982647.50
   136 , 1823157.12
   137 , 1382005.25
   138 , 1307092.88
   139 , 1002223.00
   140 ,  982351.94
   141 ,  802634.88
   142 ,  441931.88
   143 ,   87451.47
   144 ,  -94675.52
   145 , -351650.78
   146 , -518748.00
   147 , -557505.75
   148 , -1024669.75
   149 , -1216495.62
   150 , -1608952.00
   151 , -1654979.25
   152 , -1915888.12
   153 , -2045476.75
   154 , -2280827.50
   155 , -2464206.50
   156 , -2610779.75
   157 , -2734558.00
   158 , -3029649.50
   159 , -2921239.25
   160 , -3201329.00
   161 , -3353847.75
   162 , -3344471.75
   163 , -3487003.25
   164 , -3719083.00
   165 , -3926265.75
   166 , -3938688.25
   167 , -3851884.50
   168 , -4120561.75
   169 , -3880814.75
   170 , -4181801.50
   171 , -4294696.50
   172 , -4358758.50
   173 , -4190418.25
   174 , -4114292.50
   175 , -4155893.25
   176 , -3959532.75
   177 , -4173280.75
   178 , -4126716.00
   179 , -3727653.50
   180 , -3920482.75
   181 , -3726406.75
   182 , -3658703.75
   183 , -3392416.00
   184 , -3434176.50
   185 , -3272887.25
   186 , -3187410.00
   187 , -2980074.50
   188 , -2859615.50
   189 , -2674087.75
   190 , -2290588.75
   191 , -2242424.00
   192 , -1968329.00
   193 , -1862206.50
   194 , -1560946.38
   195 , -1521333.75
   196 , -1103225.38
   197 , -828979.50
   198 , -589390.88
   199 , -578479.06
   200 , -211725.75
   201 , -183720.64
   202 ,  162657.95
   203 ,  450580.12
   204 ,  554231.81
   205 ,  602500.56
   206 , 1106908.75
   207 , 1397550.88
   208 , 1398480.75
   209 , 1749457.00
   210 , 1876398.75
   211 , 1913264.00
   212 , 2428696.25
   213 , 2675106.50
   214 , 2648608.00
   215 , 2979096.25
   216 , 3017117.75
   217 , 3162236.50
   218 , 3366037.00
   219 , 3380084.00
   220 , 3586472.75
   221 , 3696121.75
   222 , 3764147.00
   223 , 3937902.00
   224 , 3971607.25
   225 , 4047530.75
   226 , 4154590.75
   227 , 4097487.25
   228 , 4188036.50
   229 , 4056617.00
   230 , 4122439.50
   231 , 3983906.75
   232 , 4192612.00
   233 , 4223601.00
   234 , 4118328.00
   235 , 3912073.75
   236 , 4035814.50
   237 , 3854162.50
   238 , 3613813.00
   239 , 3741894.00
   240 , 3565537.25
   241 , 3166190.25
   242 , 3388043.75
   243 , 3168741.50
   244 , 2928446.50
   245 , 2918809.00
   246 , 2586979.50
   247 , 2399800.25
   248 , 2235435.50
   249 , 2146461.75
   250 , 1843790.12
   251 , 1887427.00
   252 , 1515065.62
   253 , 1322019.62
   254 , 1138233.25
   255 ,  777099.62
